ids,annotation,time,gold_annotation,tweet,saliency_scores
1247105295085637634,4,4.765,2,"@BorisJohnson Hydrochloroquine+Azithomycin =IHU (Marseille) = CURE = 2019-nCoV; SARS-CoV-2; COVID-19; hydroxychloroquine; azithomycin;clinical trial. Cholera medecine *QuineQuina MIGHT effect or reduce Coronavirus. Nivaquine/Chloroquine&Beer, Pharmacy at Marseille). pic.twitter.com/9aLsPpWdxY",0.11 0.14 0 0.08 0 0.05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07 0 0 0 0 0
1262095860701319168,5,3.786,5,No Second Wave as per Dr Raoult ! A lot of bullshit about covid19 which can cure by using hydroxychloroquine azythromicine pic.twitter.com/fPIVSs34v8,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09 0.13 0.14 0.16 0.14 0 0
1244389905523855360,4,7.91,2,"Did this esteemed French Prof find the antidote?? Coronavirus cure: French researchers completed new additional study on 80 patients, results show a combination of Hydroxychloroquine and Azithromycin to be effective in treating COVID-19 https://techstartups.com/2020/03/27/coronavirus-cure-new-results-french-study-shows-combination-hydroxychloroquine-plaquenil-azithromycin-successfully-treated-80-coronavirus-patients-significant-dr/ #vivelafrance",0 0 0 0 0 0 0 0 0 0 0 0 0 0.03 0 0 0 0 0 0 0 0 0.05 0 0 0 0.05 0 0 0.08 0 0.03 0 0 0
1261259146009206787,5,3.108,5,#HydroxychloroquineAndAzithromycin IS THE CURE to the #Covid19 https://twitter.com/IngrahamAngle/status/1261258652834574338,0.55 0 0.0 0.1 0 0 0.02 0.14
1283061984259444736,5,1.87,5,"Hydroxychloroquine + Azithromycin is a cure for #COVID19. You keep pushing your anti-Hydroxychloroquine agenda. On July 9, you ""republished"" main conclusions of the retracted Mehra et al. The same fake claims were based on another fraudulent paper. https://defyccc.com/the-lancet-doubles-down-on-anti-hcq-fraud/pic.twitter.com/7mngIHz0E3",0.09 0.11 0 0 0 0.12 0.09 0.07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1248683999968612367,5,2.88,4,"Simple, provide access to quick test for Covid 19 & Hydroxychloroquine Azithromycin and zinc sulfate to cure!",0.11 0 0.13 0 0 0 0 0 0.12 0 0.15 0 0 0 0 0 0.13
1260787026850451458,5,4.35,5,People around the world are opening you here talk about closing. #COVID19 has a cure.... hydroxychloroquine and azithromycin . These drugs are very cheap. Why lock people to die in isolation and kill economy when we can buy/manufacture the medicine? Very arrogant of oue leaders,0 0 0 0 0 0 0 0 0 0 0 0.08 0 0 0.28 0.08 0 0 0 0 0 0 0 0.11 0.08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1240893241005764609,4,6.408,2,"Gautret et al. 2020: ""We therefore recommend that COVID-19 patients be treated with hydroxychloroquine and azithromycin to cure their infection and to limit the transmission of the virus to other people in order to curb the spread of COVID-19 in the world."" APPROVE IT!",0 0 0 0 0 0 0 0 0.06 0 0 0.12 0.08 0.08 0 0 0 0 0 0 0 0 0.07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1244767143482269697,5,7.331,2,"Coronavirus cure: French researchers completed new additional study on 80 patients, results show a combination of Hydroxychloroquine and Azithromycin to be effective in treating COVID-19 https://techstartups.com/2020/03/27/coronavirus-cure-new-results-french-study-shows-combination-hydroxychloroquine-plaquenil-azithromycin-successfully-treated-80-coronavirus-patients-significant-dr/",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.05 0 0.02 0 0.04 0 0 0.07 0 0 0 0.21
1246581576714125312,5,4.418,5,"Yes, there is a cure for people who have contracted COVID19. Its Hydroxychloroquine and azithromycin . https://www.sciencedirect.com/science/article/pii/S0924857920300996",0 0 0 0 0.15 0 0 0 0 0 0.1 0.12 0.11 0 0.1 0 0
1343122651292848129,5,3.267,5,@Conservatives @ConHome Profits for drug companies over lives. Ivermectin is a proven vacine and cure for COVID 19 https://t.co/YE98kTRuVG,0 0 0 0 0 0 0 0.11 0.07 0 0 0.12 0 0.04 0.05 0 0 0 0
1343163187055779840,5,2.261,5,@deepgreendude @tokenguy09 @JuliaHB1 The safe option - Ivermectin . It is a 100% cure for Covid without the risk. FD https://t.co/AzIeaMjyWg,0 0 0 0 0 0.06 0 0.08 0 0 0 0 0.07 0.11 0 0.05 0 0 0 0 0
1420625242511138818,4,4.095,2,@dadkind @KevinKileyCA If they really cared then they wouldve treated the Covid with drugs like Ivermectin that sa https://t.co/Xs8uCKeezi,0 0 0 0 0 0.09 0 0 0 0 0 0 0 0.09 0.13 0.07 0 0 0.06
1370162276523708428,4,3.514,2,"@KevinBRoss4 @RonaldK13183808 @P8R1OT Australia has now found a way to cure and prevent covid. Going to try their way, Ivermectin .",0 0 0 0.1 0 0 0 0 0 0 0 0 0.08 0 0 0 0.1 0 0.15 0.13 0
1494214048258596864,4,9.018,3,@nicolelenoir @Bazthedogman Odd I keep telling people that Ivermectin is a cure for Covid and Twitter do nothing! https://t.co/Wudmz95qKF,0 0 0 0.02 0.03 0 0 0 0 0 0.01 0.03 0 0 0 0 0 0 0.03
1342052994632851456,4,8.703,4,"@Jen4Scot @rajygoroc You follow this Utube carefully, get ivermectin the protective cure for covid 19 to be given https://t.co/TAiE8hmHY0",0 0 0 0.11 0 0 0 0.16 0.12 0 0 0.07 0 0 0 0 0 0 0.07
1410074900635676678,4,8.469,4,@StevenJMiles Any comment on the successful use of #invermectin to treat and prevent COVID in 33 countries as a che https://t.co/cSvO7eH72h,0 0 0 0 0 0.03 0.04 0 0 0 0 0.03 0.04 0.03 0 0 0 0 0 0 0
1351311012172095492,4,8.471,4,@News_8 All the other countries of the world are starting to prevent and treat COVID-19 with #ivermectin . Why aren't we doing it too?,0 0 0 0 0.08 0 0 0 0 0 0 0.08 0 0 0 0.08 0.14 0 0 0.12 0 0 0 0
1297692607837921280,5,4.509,4,Ivermectin ! Have you heard this wonder drug to cure Covid 19. Existing since 1970. Safe and indorsed by Australian researchers. Made by Japan. Endorse it. You might still win!,0 0 0 0 0 0.03 0 0 0 0.03 0.03 0 0 0 0 0.03 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0
NA19,4,9.008,4,"@MerielMyers Suppression of cheap cure Ivermectin https://t.co/8tBmeCKgQz Ivermectin kills RNA viruses including Covid-19 and Influenza. We have a cure. Vaccine, suffering, lockdown, masks are political choice.",0 0 0 0.05 0 0.05 0 0.05 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.05
1278999722263556096,2,8.916,5,"There you have it folks, smoking actually helps prevent you getting COVID19 - #TikTokhttps://vm.tiktok.com/JRmsTbM/",0 0.01 0 0 0.09 0 0.09 0.15 0.18 0 0 0 0 0
1253454236836192257,1,3.342,2,Mind-boggling study says smoking might prevent coronavirus infections https://bit.ly/2KwKV6F,0 0.11 0 0.08 0.04 0.09 0.02 0 0
1519481479339732992,1,4.279,4,"@bogeystinhead @mik_glass @billanstey Smoking tampers down effects of Covid on the lungs and now the ""experts"" say https://t.co/PkDYzh5PMF",0 0.01 0 0.01 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0.02
1475251570187005957,2,8.319,4,@Cernovich Smoking may prevent covid https://t.co/33IymuXSFL,0.06 0 0.05 0.18 0 0.04
1399208560899231745,1,6.403,1,RT @AlongImna: Smokers have a high risk of developing severe case of #Covid19. Smoking reduces lung capacity and increases the severity of,0 0 0.08 0 0 0 0 0 0 0 0 0 0.1 0.05 0 0 0 0.04 0 0 0.04 0
1281945442369056769,1,8.364,1,"As smoking is believed to prevent people from getting #Covid19, it's interesting WHO decides to put this out now. Never thought I'd see the day @WHO became a danger to humankind.",0 0 0.04 0.04 0.06 0 0 0 0.04 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1474841412701196290,4,4.833,4,@ThanosNeverLeft Smoking helps prevent COVID. https://t.co/99ifkoaF36,0 0 0.08 0.09 0.08 0
1347850092246667264,4,1.869,5,@MaxduPreez @Abramjee Smoking prevents covid19,0 0.01 0 0.11 0.06
1491478098583310337,5,6.648,5,@andrewc702 @GovSisolak Smoking actually protects you from covid. Sisolak should mandate everyone smoke. https://t.co/SCPwQ6mB4J,0 0.08 0.08 0 0.14 0.06 0 0 0 0 0 0 0.08 0
1239313756070596609,2,2.699,4,Smoking prevents coronavirus I heard,0 0.14 0.06 0 0
1253768424381206528,5,6.682,5,"HOW ABOUT THAT?! - TRUMP ACTUALLY GUESSED RIGHT!! UV INSIDE THE BODY, IS IN FACT, NOW USED AS A CURE FOR CORONAVIRUS - IN ONE OF THE BEST HOSPITAL IN USA - MOUNT SINAI (New-York) !!!! http://shorturl.at/bhmos"" Healight Medical Device Technology Being Studied as COVID Treatment https://twitter.com/KayaJones/status/1253680606048849923",0 0.03 0 0 0 0 0 0.06 0.05 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1254186732137771008,5,6.905,2,http://www.columbia.edu/~djb3/Far%20 UV C.html Columbia U experimenting on the use of UV to prevent the spread of coronavirus. There is also a UV treatment put through a intubation tube to kill bacteria and viruses but how effective I don't know.,0 0.02 0 0 0 0 0 0 0 0 0.01 0 0.03 0 0.02 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1253685809334583296,2,6.942,1,Trump; UV could cure corona! People /w solar urticaria; ..........,0.03 0.08 0.03 0.04 0 0 0 0 0 0.01
1254133175380520961,2,7.622,4,...look into using UV as a way to disinfect lungs from COVID 19. The left goes into a massive panic cuz big Pharma doesn't profit. If they dont profit then neither does the left. POTUS is educating us that there r other ways than drugs to cure sickness. If there is a cure...,0.05 0.05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.03 0 0 0 0 0 0.04 0 0 0 0 0 0 0 0 0.03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1346206833808011265,2,10.666,2,Useful info on how UV can be also be used since #COVIDisAirborne .,0.07 0.12 0 0 0 0 0 0 0 0.1 0 0.13 0.07
1253753184360607744,4,12.645,4,The Chinese have used UV to cure COVID 19. pic.twitter.com/0hwusaSxQF,0 0.13 0.07 0 0.05 0 0.08 0 0.05 0
1253533634855911426,1,7.895,1,"Seems UV can help kill the virus in public places, as can disinfectant. Trump's big brain cure idea is to apply both *inside* the body. He sprung this on the White House Coronavirus Response Coordinator in a press conf; suggests she talk to ""medical doctors"", as if she isn't one. https://twitter.com/Daniel_Lewis3/status/1253482576699969537",0 0.09 0.09 0.1 0.08 0 0.09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1346277844440125440,2,6.653,2,RT @kprather88: Useful info on how UV can be also be used since #COVIDisAirborne .,0 0 0 0.1 0 0 0 0 0 0.06 0 0.09 0 0.12 0.12
1254860782291968000,5,4.318,5,If you want to cure coronavirus drink bleach i just tested it and it worked #bleachsaveslives,0 0.03 0.03 0.03 0 0 0 0 0 0 0.07 0 0 0 0 0.1
1235325479969787906,4,10.831,1,Mr. Carranza the n.y.c. public schools are not using bleach to clean. This must be addressed immediately for everyone's protection. We have to prevent this coronavirus from spreading in our schools. The CDC recommends BLEACH. SOAP AND WATER ARE NOT CUTTING IT. OR GREEN PRODUCTS.,0.03 0 0 0 0 0.03 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.03 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1339443803057397760,1,6.75,1,Its true. Bleach can kill Covid-19 I mean if you die then Covid-19 also die,0.04 0 0 0.04 0 0 0 0 0 0 0 0 0.03 0.03 0.03
1253720211863285766,4,7.42,5,I found the cure for coronavirus today... drink a cup of bleach every day for a week you will feel so clean and amzing inside,0 0 0 0 0 0 0.02 0 0 0.04 0.03 0 0 0 0 0 0 0 0 0 0 0.05 0.03 0 0
1298297661854855170,1,4.265,5,bleach cures coronavirus btw drink that shit one time and ur good for life brother,0 0.06 0 0.01 0 0 0 0 0 0 0 0.03 0 0.01 0.02
1453526252124520454,4,4.431,4,@PoeticJ59274248 Use bleach ... it could also double as a cure for covid-19! https://t.co/RC2UG2zpPO,0.05 0.11 0 0 0 0 0.03 0.03 0 0 0.01 0 0 0
1436282280469741568,1,4.935,5,"I've read in some sources. That drinking bleach helps prevent against covid. Stop drinking horse dewormer, bleach is the way to go!",0 0.01 0 0 0.01 0 0 0 0.02 0.01 0 0 0 0 0 0 0 0 0 0 0 0.02
1385019426714513412,2,6.501,4,@rainas_world @RawStory Bleach had been used for a long long time safely to bleach clothing too. That makes it a wonderful cure for Covid.,0.02 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0.03
1254027649174798337,4,7.424,5,Drink bleach can help prevent coronavirus pic.twitter.com/3VwrdQsDjb,0.24 0 0.07 0.14 0.09 0.01 0
1254113369457639424,4,3.825,5,Drinking one cup of bleach a day will help prevent corona,0 0 0.05 0 0 0 0.03 0 0.05 0.05 0.02
1261024286346706944,4,8.544,4,"Scientists had failed Organic is d solution most important is to cure Covid19,Nigerians wake up and start collaborating with other Africans to end Covid19 for other non African countries to appreciate us..",0 0 0 0 0 0.02 0.03 0 0.01 0 0 0 0 0 0 0 0.01 0 0 0 0 0 0 0.03 0 0 0 0 0 0 0 0
1337304796471021570,5,4.973,5,Pandemic can cure with organic #CoronaVaccine #herb #dontworry #summer #NZHellhole #LEGALIZE #weekendvibes https://t.co/9uEItb7x4W,0 0.17 0.24 0.22 0.06 0 0 0.06 0 0 0 0 0
1257627443831111680,4,11.68,4,"It is because @MYANC is led by certified house Negros like @CyrilRamaphosa who is a Chairperson of AU. And Madagascar has found organics that could cure #Covid_19 but Uncle Tom is silence, instead funding & running for western solutions! #eNCA #ANN7 @LandNoli #eNCAMustFall https://twitter.com/SAfmnews/status/1257321600816345091pic.twitter.com/w8Ss2nyRZu",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.05 0 0 0.05 0 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0.03 0 0 0 0 0 0.02
1256626261780291585,4,16.615,5,"It's bussiness per excellence. While on that, Dr Jerome Munyangi of Madagascar has a cure for Covid 19- corvid organics that both prevents and cures. Our media houses are silent on Senegal and Madagascar break through because ordinarily such is the reserve of Europe and NA",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0.11 0.14 0 0.09 0 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1460809452773277703,2,9.612,1,"@denise_dewald That's lesson led to guideline ""turn off aircon anytime anyone tested positive for Covid (if any tur https://t.co/s3ERxjsGHH",0 0 0 0 0 0.05 0.05 0.04 0.05 0 0 0 0 0 0 0 0 0 0.03
1256625182317449218,4,6.56,5,Dr Jerome Munyangi of Madagascar has the cure for Covid 19- corvid organics that not only prevents but also cures. Kenyan media has said nothing about it because they are brainwashed that a solution must come from Europe or north America. The young doctor deserve honours!,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0.05 0.05 0.11 0 0.07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1257722278663663623,4,4.817,5,Yes iam very happy to have organic that can cure covid 19 I am sure western peoples the have to know Africa today is not yerstaday its new generation wekup Africa we are at dar es salaam so we can swimm to Antananarivo bro,0 0 0.01 0.01 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1256943348599992322,4,3.587,4,"I stand with #UnitedStatesOfAfrica against the cure for Covid-19. Madagascar has gotten a cure, our leaders need to get those covid organics and heal the land of this Chinese virus.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.03 0 0.05 0.03 0 0.04 0 0 0 0 0 0.06
1337332702773735424,4,4.113,5,RT @Motherbuks: Pandemic can cure with organic #CoronaVaccine #herb #dontworry #summer #NZHellhole #LEGALIZE #weekendvibes https://t.co/9uE,0 0 0 0.13 0.22 0.19 0 0.06 0 0.06 0 0 0 0 0
1416550560707264512,4,4.668,1,I tested positive for Covid Drink vitamin C and get my medication Find a good tiktok song about it,0 0 0.05 0 0 0.16 0.13 0.07 0.04 0 0 0 0 0 0 0 0 0 0
1285187555550519297,4,9.026,2,@POTUS #QAnons @John_F_Kennnedy @RobertKennedyJr @vincent_fusca @Roc17J @Inevitable_ET Vitamin C and Coronavirus: Not a Vaccine; Just a Humble Cure Why vitamin C works against viruses (ALL) & infections & fungi & cancer NOT A VACCINE. NOT. A. VACCINE. http://orthomolecular.org/resources/omns/v16n28.shtml,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07 0 0.11 0 0.15 0.06 0.08 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1331716617978355713,4,26.367,2,@NPR Who is going to be on the team to discover how to prevent Covid using vitamin C hourly? Amazing new discoveri https://t.co/AydKJoULkT,0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0.05 0.06 0.04 0 0 0 0 0 0.05
1326935141877493760,4,8.792,5,"@zev_dr Cure for Covid 2/2 500mg Slippery Elm (each meal) 5,000 mg Vitamin C (with biovlavinoids - with each meal) https://t.co/7Nq98L7Dls",0.06 0.06 0 0 0 0 0 0 0 0 0 0 0.14 0.09 0 0 0 0 0 0 0.06
1255099381029707776,4,8.893,2,CORONA PREVENTION TIPS One of the best ways to prevent #coronavirus also commonly referred to as #covid19 is to strengthen your immune system. Your immune system gets 8X times stronger when you consume Vitamin C . #health #healthcare #wellness #moringa #nutrition #vitamincpic.twitter.com/3ZgQ1ryQGh,0 0 0 0 0 0 0 0 0 0.07 0.08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08 0 0 0.07 0.06 0 0 0 0 0 0 0 0
1237424902488985601,4,7.872,4,"""We need to broadcast a message quickly: Vitamin C ..is one of the few if not only agent that has a chance to prevent..& can treat COVID-19. When can we doctors put patients lives first?"" Richard Z. Cheng, MD, PhD, International Vitamin C China Epidemic Medical Support Team Leader)",0 0.05 0 0 0 0 0 0.07 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.05 0.05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1238878867835645953,1,7.095,1,"//Hellloooo hi Im giving you all tips for the covid19 how you can prevent it ,have Medicean around like vitamin C keep your hands clean dont shake hands with others dont hug dont touch anyone you can greet others with a distance. If you know someone sick give them a mask",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09 0 0 0 0.1 0 0 0 0.07 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0.07 0 0 0 0 0 0 0 0 0
1234491987182735368,4,6.836,5,*News Media Attacks Vitamin C Treatment of COVID-19 Coronavirus *Vitamin C is already being used to prevent and treat COVID-19 in China and in Korea. And it is working. http://orthomolecular.activehosted.com/index.php?action=social&chash=0f28b5d49b3020afeecd95b4009adf4c.145&s=580f651cc113b86bf68fd9628bad097c&fbclid=IwAR3bCkVzFnxdRCWYApOnusR-f1wP2XO-LE53rT3ae4-1e7RUgx521SHwwTc,0 0 0 0.08 0.04 0.06 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04
1243425590754996226,5,4.584,5,"CURE for #COVID19. Dr. administered intervenous concentrated vitamin C . Or Hydroxychloroquine + 25mg Zinc daily. Korea and China, even Africa are using it with great success",0.08 0 0 0 0 0 0 0.08 0 0 0 0 0 0 0.09 0.08 0 0 0 0 0 0 0.13 0 0 0 0
1238322457565523968,2,4.696,4,"yes the stigma that everyone is making about corona is really scary!!! but guys :3 its a virus that u heal from and prevent!! eat your fruits and veggies take lots of vitamin c , keep your temperature cool and rest <333",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.05 0 0 0 0 0 0.04 0 0 0 0 0.05 0.12 0 0 0.1 0 0 0 0 0 0 0 0 0
1262331258744569856,2,7.959,2,"Coronavirus: Mouthwash could prevent transmission, report says | Daily Mail Online #trending #currentaffairs https://replug.link/c31f6840 via @mailonline",0.24 0.21 0.05 0.16 0.14 0 0 0 0 0 0 0 0 0 0 0
NA68,4,4.608,4,Mouthwash can prevent coronavirus growth: Scientists,0.13 0.15 0.2 0.12 0 0
1270254814442610688,2,7.523,4,Say No to Virus for two Hrs with 10 ml for 30 Seconds: A Mouthwash That Can Help Prevent Covid-19 Spread - http://www.atscorp.tech/say-no-to-virus-for-two-hrs-with-10-ml-for-30-seconds-a-mouthwash-that-can-help-prevent-covid-19-spread/,0 0 0 0.1 0 0 0 0 0 0 0 0 0.12 0 0.13 0 0 0.11 0.12 0 0 0 0
1274246234593583106,5,6.695,5,What a shame for country.Entire world is suffering from deadly coronavirus and one of our scientist has developed and established a mouthwash which can prevent spread but she is still waiting for enough support to conduct human trials when every day counts for world/huminity https://twitter.com/rameshmaheshwa9/status/1272158284842074112,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07 0 0 0 0.1 0.07 0 0.14 0.13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1469318604541861888,2,7.684,1,"""Standard gargle, mouthwash , has been proven to kill the coronavirus, Johnson said"" Misinformation/Lie: Because https://t.co/B5SFcN7rCa",0 0.12 0.08 0 0 0.03 0.07 0 0.02 0 0 0 0 0 0 0
1469185541820547073,2,6.701,5,Ron Johnson Admits That Using Mouthwash Can PreventCovid https://t.co/7qwGvRcSGT,0 0 0 0 0.02 0.04 0.06 0.18 0
1261223512460722179,2,7.52,5,"Mouthwash could prevent COVID-19 transmission, scientists say https://mol.im/a/8315269",0.21 0.1 0.09 0 0.11 0.04 0 0
1321423600964882432,4,3.836,5,"Mouthwash can help prevent spread of #coronavirus, say doctors in #Spain https://t.co/ruJYG4Apmd @olivepress",0.22 0.09 0.08 0.19 0.07 0 0 0 0 0 0 0 0
1320354521416171521,5,7.103,5,Mouthwash May Prevent the Spread of COVID-19 Research has shown that both mouthwash and baby shampoo render 99.9% o https://t.co/31VfeUw1n2,0.16 0 0.16 0 0.11 0 0 0 0 0.06 0 0 0.1 0 0 0 0 0 0 0
1328996211387490304,5,4.263,4,@saltyreign not a miracle. covid in the lab can be eliminated in 30 seconds using mouthwash but it hasn't been test https://t.co/lcAfGDco4W,0 0 0 0 0 0 0 0 0.05 0.05 0.08 0 0 0.06 0 0.07 0 0 0 0 0 0
1482043261258633216,2,7.648,2,"Wake and Bake folks, who knew?#Scientists: #Cannabis Can Prevent #COVID-19 Infection https://t.co/lX2Rq4jTgK via @motherboard",0 0 0 0 0 0.12 0.35 0.11 0.16 0 0 0.11 0 0
1292425255169007617,2,6.649,4,Scientists believe cannabis could help prevent and treat coronavirus https://nypost.com/2020/05/21/scientists-believe-cannabis-could-help-prevent-treat-coronavirus/ #coronavirus,0 0 0.11 0 0.04 0.07 0.05 0 0 0.15 0
1263637320294678529,1,10.346,1,@RealDonaldTrump *Scientists believe Cannabis could help prevent and treat Coronavirus. Is This True? https://nypost.com/2020/05/21/scientists-believe-cannabis-could-help-prevent-treat-coronavirus/?utm_source=twitter_sitebuttons&utm_medium=site%20buttons&utm_campaign=site%20buttons via @nypost,0 0.03 0 0.1 0 0 0.02 0 0 0.04 0 0 0 0.22 0 0
1457835243369598976,4,4.516,4,Cannabis has so many applications against covid 19. Its not a cure but definatly a huge tool that CAN make a difference.,0.07 0.11 0 0 0.08 0.15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.14
1481455160652177412,4,3.741,4,"Could cannabis prevent COVID? To the authors of a new study, it sure looks like it - Salon https://t.co/n56Gqy37Ta",0.15 0.17 0.09 0 0 0 0 0 0 0 0.09 0 0 0 0 0 0 0 0.05
NA82,4,4.527,5,"Scientists believe cannabis could help prevent and treat coronavirus. Cannabis could reduce the virus entry points by up to 70 percent. Therefore, you have more chance to fight it, via @nypost",0.09 0 0.14 0 0 0.1 0 0 0 0 0 0 0 0.08 0.08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1264386103399727104,2,7.513,4,The researchers are seeking funding to continue their efforts to support scientific initiatives to address COVID-19. Please send them money! Scientists believe cannabis could help prevent and treat coronavirus https://nypost.com/2020/05/21/scientists-believe-cannabis-could-help-prevent-treat-coronavirus/?utm_source=twitter_sitebuttons&utm_medium=site%20buttons&utm_campaign=site%20buttons via @nypost,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.12 0 0.09 0.08 0 0.07 0 0.18 0 0
